Language,ISO 639-3 Code,Type
"<a href=""https://en.wikipedia.org/wiki/Ancient_Hebrew_language"" target=""_blank"">Ancient Hebrew</a>",hbo,Historic
"<a href=""https://en.wikipedia.org/wiki/Ancient_Macedonian_language"" target=""_blank"">Ancient Macedonian</a>",xmk,Ancient
"<a href=""https://en.wikipedia.org/wiki/Ancient_North_Arabian"" target=""_blank"">Ancient North Arabian</a>",xna,Ancient
"<a href=""https://en.wikipedia.org/wiki/Mesoamerican_writing_systems#Zapotec_writing"" target=""_blank"">Ancient Zapotec</a>",xzp,Historic
"<a href=""https://en.wikipedia.org/wiki/Dongolawi_language"" target=""_blank"">Andaandi</a>",dgl,Living
"<a href=""https://en.wikipedia.org/wiki/Andai_language"" target=""_blank"">Andai</a>",afd,Living
"<a href=""https://en.wikipedia.org/wiki/Ngarinyin_language"" target=""_blank"">Andajin</a>",ajn,Living
"<a href=""https://en.wikipedia.org/wiki/Andalusian_Arabic"" target=""_blank"">Andalusian Arabic</a>",xaa,Historic
"<a href=""https://en.wikipedia.org/wiki/Andaman_Creole_Hindi"" target=""_blank"">Andaman Creole Hindi</a>",hca,Living
"<a href=""https://en.wikipedia.org/wiki/Andaqui_language"" target=""_blank"">Andaqui</a>",ana,Extinct
"<a href=""https://en.wikipedia.org/wiki/Andarum_language"" target=""_blank"">Andarum</a>",aod,Living
"<a href=""https://en.wikipedia.org/wiki/Andegerebinha_dialect"" target=""_blank"">Andegerebinha</a>",adg,Living
"<a href=""https://en.wikipedia.org/wiki/Andh_language"" target=""_blank"">Andh</a>",anr,Living
"<a href=""https://en.wikipedia.org/wiki/Andi_language"" target=""_blank"">Andi</a>",ani,Living
"<a href=""https://en.wikipedia.org/wiki/Andio_language"" target=""_blank"">Andio</a>",bzb,Living
"<a href=""https://en.wikipedia.org/wiki/Andoa_language"" target=""_blank"">Andoa</a>",anb,Extinct
"<a href=""https://en.wikipedia.org/wiki/Andoque_language"" target=""_blank"">Andoque</a>",ano,Living
"<a href=""https://en.wikipedia.org/wiki/Hus_language"" target=""_blank"">Andra-Hus</a>",anx,Living
"<a href=""https://en.wikipedia.org/wiki/Aneityum_language"" target=""_blank"">Aneityum</a>",aty,Living
"<a href=""https://en.wikipedia.org/wiki/An%C3%AAm_language"" target=""_blank"">Anem</a>",anz,Living
"<a href=""https://en.wikipedia.org/wiki/Aneme_Wake_language"" target=""_blank"">Aneme Wake</a>",aby,Living
"<a href=""https://en.wikipedia.org/wiki/Anfillo_language"" target=""_blank"">Anfillo</a>",myo,Living
"<a href=""https://en.wikipedia.org/wiki/Angaataha_language"" target=""_blank"">Angaataha</a>",agm,Living
"<a href=""https://en.wikipedia.org/wiki/Angait%C3%A9_language"" target=""_blank"">Angaité</a>",aqt,Living
"<a href=""https://en.wikipedia.org/wiki/Angal_language"" target=""_blank"">Angal</a>",age,Living
"<a href=""https://en.wikipedia.org/wiki/Angal_language"" target=""_blank"">Angal Enen</a>",aoe,Living
"<a href=""https://en.wikipedia.org/wiki/Angal_language"" target=""_blank"">Angal Heneng</a>",akh,Living
"<a href=""https://en.wikipedia.org/wiki/Angami_language"" target=""_blank"">Angami Naga</a>",njm,Living
"<a href=""https://en.wikipedia.org/wiki/Yali_language"" target=""_blank"">Angguruk Yali</a>",yli,Living
"<a href=""https://en.wikipedia.org/wiki/Angika_language"" target=""_blank"">Angika</a>",anp,Living
"<a href=""https://en.wikipedia.org/wiki/Uradhi_language"" target=""_blank"">Angkamuthi</a>",avm,Extinct
"<a href=""https://en.wikipedia.org/wiki/Anglo-Norman_language"" target=""_blank"">Anglo-Norman</a>",xno,Historic
"<a href=""https://en.wikipedia.org/wiki/Angloromani_language"" target=""_blank"">Angloromani</a>",rme,Living
"<a href=""https://en.wikipedia.org/wiki/Angolar_Creole"" target=""_blank"">Angolar</a>",aoa,Living
"<a href=""https://en.wikipedia.org/wiki/Angor_language"" target=""_blank"">Angor</a>",agg,Living
"<a href=""https://en.wikipedia.org/wiki/Angoram_language"" target=""_blank"">Angoram</a>",aog,Living
"<a href=""https://en.wikipedia.org/wiki/Uwa_language"" target=""_blank"">Angosturas Tunebo</a>",tnd,Living
"<a href=""https://en.wikipedia.org/wiki/Anguthimri_language"" target=""_blank"">Anguthimri</a>",awg,Extinct
"<a href=""https://en.wikipedia.org/wiki/Phowa_language"" target=""_blank"">Ani Phowa</a>",ypn,Living
"<a href=""https://en.wikipedia.org/wiki/Anii_language"" target=""_blank"">Anii</a>",blo,Living
"<a href=""https://en.wikipedia.org/wiki/Animere_language"" target=""_blank"">Animere</a>",anf,Living
"<a href=""https://en.wikipedia.org/wiki/Enindhilyagwa_language"" target=""_blank"">Anindilyakwa</a>",aoi,Living
"<a href=""https://en.wikipedia.org/wiki/Anjam_language"" target=""_blank"">Anjam</a>",boj,Living
"<a href=""https://en.wikipedia.org/wiki/Ankave_language"" target=""_blank"">Ankave</a>",aak,Living
"<a href=""https://en.wikipedia.org/wiki/Upper_Arrernte_language"" target=""_blank"">Anmatyerre</a>",amx,Living
"<a href=""https://en.wikipedia.org/wiki/Nung_language_(Sino-Tibetan)"" target=""_blank"">Anong</a>",nun,Living
"<a href=""https://en.wikipedia.org/wiki/Anor_language"" target=""_blank"">Anor</a>",anj,Living
"<a href=""https://en.wikipedia.org/wiki/Anserma_language"" target=""_blank"">Anserma</a>",ans,Extinct
"<a href=""https://en.wikipedia.org/wiki/Ansus_language"" target=""_blank"">Ansus</a>",and,Living
"<a href=""https://en.wikipedia.org/wiki/Antakarinya_dialect"" target=""_blank"">Antakarinya</a>",ant,Living
"<a href=""https://en.wikipedia.org/wiki/Malagasy_language"" target=""_blank"">Antankarana Malagasy</a>",xmv,Living
"<a href=""https://en.wikipedia.org/wiki/Leeward_Caribbean_Creole_English"" target=""_blank"">Antigua and Barbuda Creole English</a>",aig,Living
"<a href=""https://en.wikipedia.org/wiki/Anuak_language"" target=""_blank"">Anuak</a>",anu,Living
"<a href=""https://en.wikipedia.org/wiki/Chakosi_language"" target=""_blank"">Anufo</a>",cko,Living
"<a href=""https://en.wikipedia.org/wiki/Anu-Hkongso_language"" target=""_blank"">Anu-Hkongso Chin</a>",anl,Living
"<a href=""https://en.wikipedia.org/wiki/Anuki_language"" target=""_blank"">Anuki</a>",aui,Living
"<a href=""https://en.wikipedia.org/wiki/Korur_language"" target=""_blank"">Anus</a>",auq,Living
"<a href=""https://en.wikipedia.org/wiki/Anuta_language"" target=""_blank"">Anuta</a>",aud,Living
"<a href=""https://en.wikipedia.org/wiki/Anyin_language"" target=""_blank"">Anyin</a>",any,Living
"<a href=""https://en.wikipedia.org/wiki/Anyin_language"" target=""_blank"">Anyin Morofo</a>",mtb,Living
"<a href=""https://en.wikipedia.org/wiki/Mongsen_Ao_language"" target=""_blank"">Ao Naga</a>",njo,Living
"<a href=""https://en.wikipedia.org/wiki/Aoheng_language"" target=""_blank"">Aoheng</a>",pni,Living
"<a href=""https://en.wikipedia.org/wiki/Aore_language"" target=""_blank"">Aore</a>",aor,Extinct
"<a href=""https://en.wikipedia.org/wiki/Gelao_language"" target=""_blank"">A'ou</a>",aou,Living
"<a href=""https://en.wikipedia.org/wiki/Kambot_language"" target=""_blank"">Ap Ma</a>",kbx,Living
"<a href=""https://en.wikipedia.org/wiki/Apalachee_language"" target=""_blank"">Apalachee</a>",xap,Extinct
"<a href=""https://en.wikipedia.org/wiki/Apala%C3%AD_language"" target=""_blank"">Apalaí</a>",apy,Living
"<a href=""https://en.wikipedia.org/wiki/Apali_language"" target=""_blank"">Apali</a>",ena,Living
"<a href=""https://en.wikipedia.org/wiki/Apoala_Mixtec"" target=""_blank"">Apasco-Apoala Mixtec</a>",mip,Living
"<a href=""https://en.wikipedia.org/wiki/Apatani_language"" target=""_blank"">Apatani</a>",apt,Living
"<a href=""https://en.wikipedia.org/wiki/Apiak%C3%A1_language"" target=""_blank"">Apiaká</a>",api,Living
"<a href=""https://en.wikipedia.org/wiki/Apinay%C3%A9_language"" target=""_blank"">Apinayé</a>",apn,Living
"<a href=""https://en.wikipedia.org/wiki/Apma_language"" target=""_blank"">Apma</a>",app,Living
"<a href=""https://en.wikipedia.org/wiki/Apro_language"" target=""_blank"">Aproumu Aizi</a>",ahp,Living
"<a href=""https://en.wikipedia.org/wiki/A-Pucikwar_language"" target=""_blank"">A-Pucikwar</a>",apq,Living
"<a href=""https://en.wikipedia.org/wiki/Apurin%C3%A3_language"" target=""_blank"">Apurinã</a>",apu,Living
"<a href=""https://en.wikipedia.org/wiki/Wetarese_language"" target=""_blank"">Aputai</a>",apx,Living
"<a href=""https://en.wikipedia.org/wiki/Aquitanian_language"" target=""_blank"">Aquitanian</a>",xaq,Ancient
"<a href=""https://en.wikipedia.org/wiki/Arabana_language"" target=""_blank"">Arabana</a>",ard,Extinct
"<a href=""https://en.wikipedia.org/wiki/Arabela_language"" target=""_blank"">Arabela</a>",arl,Living
"<a href=""https://en.wikipedia.org/wiki/Arabic"" target=""_blank"">Arabic</a>",ara,Living
"<a href=""https://en.wikipedia.org/wiki/Aragonese_language"" target=""_blank"">Aragonese</a>",arg,Living
"<a href=""https://en.wikipedia.org/wiki/Araki_language"" target=""_blank"">Araki</a>",akr,Living
"<a href=""https://en.wikipedia.org/wiki/Bandjalang_language"" target=""_blank"">Arakwal</a>",rkw,Extinct
"<a href=""https://en.wikipedia.org/wiki/Aralle-Tabulahan_language"" target=""_blank"">Aralle-Tabulahan</a>",atq,Living
"<a href=""https://en.wikipedia.org/wiki/Arammba_language"" target=""_blank"">Arammba</a>",stk,Living
"<a href=""https://en.wikipedia.org/wiki/Aranadan_language"" target=""_blank"">Aranadan</a>",aaf,Living
"<a href=""https://en.wikipedia.org/wiki/Aranama_language"" target=""_blank"">Aranama-Tamique</a>",xrt,Extinct
"<a href=""https://en.wikipedia.org/wiki/Arandai_language"" target=""_blank"">Arandai</a>",jbj,Living
"<a href=""https://en.wikipedia.org/wiki/Araona_language"" target=""_blank"">Araona</a>",aro,Living
"<a href=""https://en.wikipedia.org/wiki/Arapaho_language"" target=""_blank"">Arapaho</a>",arp,Living
"<a href=""https://en.wikipedia.org/wiki/Tucano_language"" target=""_blank"">Arapaso</a>",arj,Extinct
"<a href=""https://en.wikipedia.org/wiki/Amanay%C3%A9_language"" target=""_blank"">Ararandewára</a>",xaj,Extinct
"<a href=""https://en.wikipedia.org/wiki/Arawak_language"" target=""_blank"">Arawak</a>",arw,Living
"<a href=""https://en.wikipedia.org/wiki/Arawet%C3%A9_language"" target=""_blank"">Araweté</a>",awt,Living
"<a href=""https://en.wikipedia.org/wiki/Arawum_language"" target=""_blank"">Arawum</a>",awm,Living
"<a href=""https://en.wikipedia.org/wiki/Arb%C3%ABresh_language"" target=""_blank"">Arbëreshë Albanian</a>",aae,Living
"<a href=""https://en.wikipedia.org/wiki/Arbore_language"" target=""_blank"">Arbore</a>",arv,Living
"<a href=""https://en.wikipedia.org/wiki/Archi_language"" target=""_blank"">Archi</a>",aqc,Living
"<a href=""https://en.wikipedia.org/wiki/Magadhi_Prakrit"" target=""_blank"">Ardhamagadhi Prakrit</a>",pka,Historic
"<a href=""https://en.wikipedia.org/wiki/Are_language"" target=""_blank"">Are</a>",mwc,Living
"<a href=""https://en.wikipedia.org/wiki/%27Are%27are_language"" target=""_blank"">'Are'are</a>",alu,Living
"<a href=""https://en.wikipedia.org/wiki/Gurdjar_language"" target=""_blank"">Areba</a>",aea,Extinct
"<a href=""https://en.wikipedia.org/wiki/Arem_language"" target=""_blank"">Arem</a>",aem,Living
"<a href=""https://en.wikipedia.org/wiki/Ayacucho_Quechua"" target=""_blank"">Arequipa-La Unión Quechua</a>",qxu,Living
"<a href=""https://en.wikipedia.org/wiki/Argentine_Sign_Language"" target=""_blank"">Argentine Sign Language</a>",aed,Living
"<a href=""https://en.wikipedia.org/wiki/Argobba_language"" target=""_blank"">Argobba</a>",agj,Living
"<a href=""https://en.wikipedia.org/wiki/Arguni_language"" target=""_blank"">Arguni</a>",agf,Living
"<a href=""https://en.wikipedia.org/wiki/Arh%C3%A2_language"" target=""_blank"">Arhâ</a>",aqr,Living
"<a href=""https://en.wikipedia.org/wiki/Arh%C3%B6_language"" target=""_blank"">Arhö</a>",aok,Living
"<a href=""https://en.wikipedia.org/wiki/Arhuaco_language"" target=""_blank"">Arhuaco</a>",arh,Living
"<a href=""https://en.wikipedia.org/wiki/Ari_language_(New_Guinea)"" target=""_blank"">Ari</a>",aac,Living
"<a href=""https://en.wikipedia.org/wiki/Aribwatsa_language"" target=""_blank"">Aribwatsa</a>",laz,Extinct
"<a href=""https://en.wikipedia.org/wiki/Aribwaung_language"" target=""_blank"">Aribwaung</a>",ylu,Living
"<a href=""https://en.wikipedia.org/wiki/Arifama-Miniafia_language"" target=""_blank"">Arifama-Miniafia</a>",aai,Living
"<a href=""https://en.wikipedia.org/wiki/Akoko_language"" target=""_blank"">Arigidi</a>",aqg,Living
"<a href=""https://en.wikipedia.org/wiki/Arikap%C3%BA_language"" target=""_blank"">Arikapú</a>",ark,Living
"<a href=""https://en.wikipedia.org/wiki/Arikara_language"" target=""_blank"">Arikara</a>",ari,Living
"<a href=""https://en.wikipedia.org/wiki/Arikem_language"" target=""_blank"">Arikem</a>",ait,Extinct
"<a href=""https://en.wikipedia.org/wiki/Arin_language"" target=""_blank"">Arin</a>",xrn,Extinct
"<a href=""https://en.wikipedia.org/wiki/Aringa_language"" target=""_blank"">Aringa</a>",luc,Living
"<a href=""https://en.wikipedia.org/wiki/Cenu_language"" target=""_blank"">Arma</a>",aoh,Extinct
"<a href=""https://en.wikipedia.org/wiki/Armazic_language"" target=""_blank"">Armazic</a>",xrm,Extinct
"<a href=""https://en.wikipedia.org/wiki/Armenian_language"" target=""_blank"">Armenian</a>",hye,Living
"<a href=""https://en.wikipedia.org/wiki/Armenian_Sign_Language"" target=""_blank"">Armenian Sign Language</a>",aen,Living
"<a href=""https://en.wikipedia.org/wiki/Arop-Lokep_language"" target=""_blank"">Arop-Lokep</a>",apr,Living
"<a href=""https://en.wikipedia.org/wiki/Arop_language"" target=""_blank"">Arop-Sissano</a>",aps,Living
"<a href=""https://en.wikipedia.org/wiki/Arosi_language"" target=""_blank"">Arosi</a>",aia,Living
"<a href=""https://en.wikipedia.org/wiki/Franco-Proven%C3%A7al_language"" target=""_blank"">Arpitan</a>",frp,Living
"<a href=""https://en.wikipedia.org/wiki/Arritinngithigh_language"" target=""_blank"">Arritinngithigh</a>",rrt,Extinct
"<a href=""https://en.wikipedia.org/wiki/Arta_language"" target=""_blank"">Arta</a>",atz,Living
"<a href=""https://en.wikipedia.org/wiki/Araw%C3%A1_language"" target=""_blank"">Aruá (Amazonas State)</a>",aru,Extinct
"<a href=""https://en.wikipedia.org/wiki/Aru%C3%A1shi_language"" target=""_blank"">Aruá (Rodonia State)</a>",arx,Living
"<a href=""https://en.wikipedia.org/wiki/Aruamu_language"" target=""_blank"">Aruamu</a>",msy,Living
"<a href=""https://en.wikipedia.org/wiki/Aruek_language"" target=""_blank"">Aruek</a>",aur,Living
"<a href=""https://en.wikipedia.org/wiki/Aruop_language"" target=""_blank"">Aruop</a>",lsr,Living
"<a href=""https://en.wikipedia.org/wiki/Arutani_language"" target=""_blank"">Arutani</a>",atx,Living
"<a href=""https://en.wikipedia.org/wiki/Arvanitika"" target=""_blank"">Arvanitika Albanian</a>",aat,Living
"<a href=""https://en.wikipedia.org/wiki/As_language"" target=""_blank"">As</a>",asz,Living
"<a href=""https://en.wikipedia.org/wiki/Asaro%27o_language"" target=""_blank"">Asaro'o</a>",mtv,Living
"<a href=""https://en.wikipedia.org/wiki/Asas_language"" target=""_blank"">Asas</a>",asd,Living
"<a href=""https://en.wikipedia.org/wiki/Ash%C3%A1ninka_language"" target=""_blank"">Asháninka</a>",cni,Living
"<a href=""https://en.wikipedia.org/wiki/Koro_Wachi_language"" target=""_blank"">Ashe</a>",ahs,Living
"<a href=""https://en.wikipedia.org/wiki/Ash%C3%A9ninga_language"" target=""_blank"">Ashéninka Pajonal</a>",cjo,Living
"<a href=""https://en.wikipedia.org/wiki/Ash%C3%A9ninga_language"" target=""_blank"">Ashéninka Perené</a>",prq,Living
"<a href=""https://en.wikipedia.org/wiki/Askunu_language"" target=""_blank"">Ashkun</a>",ask,Living
"<a href=""https://en.wikipedia.org/wiki/Sh%C3%B6_language"" target=""_blank"">Asho Chin</a>",csh,Living
"<a href=""https://en.wikipedia.org/wiki/Ashtiani_language"" target=""_blank"">Ashtiani</a>",atn,Living
"<a href=""https://en.wikipedia.org/wiki/Asilulu_language"" target=""_blank"">Asilulu</a>",asl,Living
"<a href=""https://en.wikipedia.org/wiki/Askopan_language"" target=""_blank"">Askopan</a>",eiv,Living
"<a href=""https://en.wikipedia.org/wiki/Asoa_language"" target=""_blank"">Asoa</a>",asv,Living
"<a href=""https://en.wikipedia.org/wiki/Assamese_language"" target=""_blank"">Assamese</a>",asm,Living
"<a href=""https://en.wikipedia.org/wiki/Assan_language"" target=""_blank"">Assan</a>",xss,Extinct
"<a href=""https://en.wikipedia.org/wiki/Sungor_language"" target=""_blank"">Assangori</a>",sjg,Living
"<a href=""https://en.wikipedia.org/wiki/Assiniboine_language"" target=""_blank"">Assiniboine</a>",asb,Living
"<a href=""https://en.wikipedia.org/wiki/Assyrian_Neo-Aramaic"" target=""_blank"">Assyrian Neo-Aramaic</a>",aii,Living
"<a href=""https://en.wikipedia.org/wiki/Asturian_language"" target=""_blank"">Asturian</a>",ast,Living
"<a href=""https://en.wikipedia.org/wiki/Asu_language_(Nigeria)"" target=""_blank"">Asu (Nigeria)</a>",aum,Living
"<a href=""https://en.wikipedia.org/wiki/Pare_language"" target=""_blank"">Asu (Tanzania)</a>",asa,Living
"<a href=""https://en.wikipedia.org/wiki/Pisa_language"" target=""_blank"">Asue Awyu</a>",psa,Living
"<a href=""https://en.wikipedia.org/wiki/Asumboa_language"" target=""_blank"">Asumboa</a>",aua,Living
"<a href=""https://en.wikipedia.org/wiki/Asunci%C3%B3n_Mixtepec_Zapotec"" target=""_blank"">Asunción Mixtepec Zapotec</a>",zoo,Living
"<a href=""https://en.wikipedia.org/wiki/Asur_language"" target=""_blank"">Asuri</a>",asr,Living
"<a href=""https://en.wikipedia.org/wiki/Ata_language_(Aeta)"" target=""_blank"">Ata</a>",atm,Living
"<a href=""https://en.wikipedia.org/wiki/Ata_Manobo_language"" target=""_blank"">Ata Manobo</a>",atd,Living
"<a href=""https://en.wikipedia.org/wiki/Atakapa_language"" target=""_blank"">Atakapa</a>",aqp,Extinct
"<a href=""https://en.wikipedia.org/wiki/Uradhi_language"" target=""_blank"">Atampaya</a>",amz,Extinct
"<a href=""https://en.wikipedia.org/wiki/Atatl%C3%A1huca%E2%80%93San_Miguel_Mixtec"" target=""_blank"">Atatláhuca Mixtec</a>",mib,Living
"<a href=""https://en.wikipedia.org/wiki/Atayal_language"" target=""_blank"">Atayal</a>",tay,Living
"<a href=""https://en.wikipedia.org/wiki/Atemble_language"" target=""_blank"">Atemble</a>",ate,Living
"<a href=""https://en.wikipedia.org/wiki/Athpare_language"" target=""_blank"">Athpariya</a>",aph,Living
"<a href=""https://en.wikipedia.org/wiki/Ati_language"" target=""_blank"">Ati</a>",atk,Living
"<a href=""https://en.wikipedia.org/wiki/Atikamekw_language"" target=""_blank"">Atikamekw</a>",atj,Living
"<a href=""https://en.wikipedia.org/wiki/Atohwaim_language"" target=""_blank"">Atohwaim</a>",aqm,Living
"<a href=""https://en.wikipedia.org/wiki/Atong_language_(Grassfields_Bantu)"" target=""_blank"">Atong (Cameroon)</a>",ato,Living
"<a href=""https://en.wikipedia.org/wiki/Atong_language_(Sino-Tibetan)"" target=""_blank"">Atong (India)</a>",aot,Living
"<a href=""https://en.wikipedia.org/wiki/Atorada_language"" target=""_blank"">Atorada</a>",aox,Living
"<a href=""https://en.wikipedia.org/wiki/Atsawaka_language"" target=""_blank"">Atsahuaca</a>",atc,Extinct
"<a href=""https://en.wikipedia.org/wiki/Atsam_language"" target=""_blank"">Atsam</a>",cch,Living
"<a href=""https://en.wikipedia.org/wiki/Atsugewi_language"" target=""_blank"">Atsugewi</a>",atw,Living
"<a href=""https://en.wikipedia.org/wiki/Attapady_Kurumba_language"" target=""_blank"">Attapady Kurumba</a>",pkr,Living
"<a href=""https://en.wikipedia.org/wiki/Atti%C3%A9_language"" target=""_blank"">Attié</a>",ati,Living
"<a href=""https://en.wikipedia.org/wiki/Matlatzinca_language"" target=""_blank"">Atzingo Matlatzinca</a>",ocu,Living
"<a href=""https://en.wikipedia.org/wiki/Au_language"" target=""_blank"">Au</a>",avt,Living
